R,No. Pedido,INFO,OT,MP,ML UV,ML TOTAL,ANCHO,M2,Cve,Cliente,Sku item,Descripcion,ABCD,F.Pedido,F.Lib,F. Soli. Clie,F. Venci. Ped,"F. Emb.
Plan",F. MODIFICADA,F. PT ENTREGA,Dias Lib,Dias Venci.,C.Orded.,C.Surtida,C.XSurtir,Existencia,U/M,Total,Vend,VENDEDORES,Nota
,I0ETI28508-1,LIB NP5,OE00047895,M4800001-284,25.003,14251.71,0.284,4047.48564,C11406P,JUAN PABLO LUCIO AGUIÑAGA,11406I0002A,MANGA CABLES TINTA ROJA,E, 04/01/24, 05/01/24, 03/02/24, 03/02/24, 06/02/24,15/2/2024,,40,10,500.00,0.00,500.00,0.00,MI,"60,710.88",9775,Magdalena Martínez,
,CS00005100-1,PLANEACION,,M0151233-225,77.79,420.066,0.225,94.51485,MTYM,ALMACEN ETIQUETAS MONTERREY-MP,07935I0133A,ETIQ. CT31822132G THERMAL ROLL 3 1/8” X,C, 29/01/24, 29/01/24, 05/02/24, 05/02/24, 07/02/24,,,16,9,5.00,0.00,5.00,0.00,MI,0.00,,#N/A,
,I0ETI28747-3,LIB NP5,OE00048298,M0549142-220/M1830157-220,87.32,943.056,0.22,207.47232,NE3330P,QUALTIA ALIMENTOS OPERACIONES,03330I0030D,ETIQ. B6672 PECHUGA PAVO ZWAN BIO,B, 10/01/24, 11/01/24, 06/02/24, 06/02/24, 08/02/24,15/2/2024,,34,8,10.00,0.00,10.00,8.00,MI,"14,646.00",79,Jaime Blasques,
,I0ETI28817-1,LIB NP5,OE00048292,M0549142-190,219.07,2365.956,0.19,449.53164,NE3330P,QUALTIA ALIMENTOS OPERACIONES,03330I0029E,ETIQ. B6634 JAMON DE PIERNA ZWAN,B, 11/01/24, 11/01/24, 06/02/24, 06/02/24, 08/02/24,15/2/2024,,34,8,10.00,0.00,10.00,0.00,MI,"31,381.00",79,Jaime Blasques,
,I0ETI28911-1,PT LOGISTICA,,M0151319-325,210.2,9080.64,0.325,2951.208,D12196D,FXI INC,50000B0004A,ETIQ. TD 4X6 R-1000 C/P C-3,A, 12/01/24, 12/01/24, 06/02/24, 06/02/24, 08/02/24,,,33,8,40.00,0.00,40.00,29.00,CJ,"35,341.70",182,Clelia Sanchez,WETI017938-6
,I0ETI29113-1,PT,,M1001950-230,17.86,96.444,0.23,22.18212,NE6281P,PCM Prueba Industrial,P3541C,ETIQUETA NARANJA 51 x 25mm C/2500,C, 18/01/24, 18/01/24, 06/02/24, 06/02/24, 08/02/24,,,27,8,5.00,0.00,5.00,0.00,RL,5.00,185,#N/A,"AV DE LAS AMÉRICAS 1254 COL. COUNTRY CLUB  44610 GUADALAJARA JALISCO 
TORRE PODIUM SEGUNDO PISO - OFICINAS FARMACIAS GUADALAJARA 
ATENCION  ELENA DE LA CRUZ"
,I0ETI29113-2,PT,,M1001950-230,17.86,96.444,0.23,22.18212,NE6281P,PCM Prueba Industrial,P3542C,ETIQUETA AMARILLA 51 x 25mm C/2500,C, 18/01/24, 18/01/24, 06/02/24, 06/02/24, 08/02/24,,,27,8,5.00,0.00,5.00,0.00,RL,5.00,185,#N/A,"AV DE LAS AMÉRICAS 1254 COL. COUNTRY CLUB  44610 GUADALAJARA JALISCO 
TORRE PODIUM SEGUNDO PISO - OFICINAS FARMACIAS GUADALAJARA 
ATENCION  ELENA DE LA CRUZ"
,I0ETI29123-1,PLANEACION,OE00049448,M0151319-305,285,4617,0.305,1408.185,N10698P,M.A.S. REFRIGERACION Y EQUIPOS PARA SUPERMERCADOS,01325B0003A,ETIQ. TD TORREY 57 X 40 R-1000 C-40 B/33,C, 18/01/24, 12/02/24, 06/02/24, 06/02/24, 08/02/24,,,2,8,15.00,0.00,15.00,0.00,CJ,"23,304.72",182,Clelia Sanchez,
,I0ETI29176-2,SALDO POR CERRAR,OE00048725,M0151319-220,26.5,28.62,0.22,6.2964,N11200P,TIENDAS SORIANA,00742I0273A,ETIQ. TD BLANCA 2 3/4 X 3 1/8 R2000,C, 19/01/24, 19/01/24, 06/02/24, 06/02/24, 08/02/24,,,26,7,43.00,42.00,1.00,364.00,MI,80.00,79,Jaime Blasques,CUAUTITLAN
*,I0CON60869-1,RETENIDO,,,,,,,NE5189D,ETIFILMS,50000B0013A,ETIQ. TT 4X2 R-3000 C/P C-3,A, 26/12/23, 26/12/23, 02/01/24, 02/01/24,02/01/2024,,,50,43,34.00,0.00,34.00,36.00,CJ,"31,816.03",182,Clelia Sanchez,
*,I0CON61007-1,RETENIDO,,,,,,,N12287D,OPP FILM MEXICO,50000B0015A,ETIQ. TT 4 X 6 C/P R/1000 C-3,A, 05/01/24, 05/01/24, 12/01/24, 12/01/24,12/01/2024,,,40,32,30.00,0.00,30.00,-13.00,CJ,"25,737.47",182,Clelia Sanchez,WETI018333
*,I0CON61846-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0528A,KIT R 12UP RIEL PRECIO NORMAL SUPER,C, 17/01/24, 17/01/24, 16/02/24, 19/01/24,16/02/2024,,,28,-3,7.00,0.00,7.00,2.00,CJ,"3,899.70",79,Jaime Blasques,"GUADALAJARA, NO SURTIR SOLO FACTURAR SUSTITUYE FACTURA EFV126998"
*,I0CON61846-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0537A,KIT 24UP ADHESIVA PRECIO LINEA HIPER-S,C, 17/01/24, 17/01/24, 16/02/24, 19/01/24,16/02/2024,,,28,-3,62.00,0.00,62.00,-148.00,CJ,"87,008.94",79,Jaime Blasques,"GUADALAJARA, NO SURTIR SOLO FACTURAR SUSTITUYE FACTURA EFV126998"
*,I0CON61846-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0538A,KIT R 12UP RIEL REMATES UNICOS,C, 17/01/24, 17/01/24, 16/02/24, 19/01/24,16/02/2024,,,28,-3,1.00,0.00,1.00,54.00,CJ,557.10,79,Jaime Blasques,"GUADALAJARA, NO SURTIR SOLO FACTURAR SUSTITUYE FACTURA EFV126998"
*,I0CON61846-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0535A,PLANTILLA 1UP REBAJAS FIN DE TEMPORADA,C, 17/01/24, 17/01/24, 16/02/24, 19/01/24,16/02/2024,,,28,-3,1.00,0.00,1.00,2.00,CJ,246.88,79,Jaime Blasques,"GUADALAJARA, NO SURTIR SOLO FACTURAR SUSTITUYE FACTURA EFV126998"
,I0ETI29177-1,SALDO POR CERRAR,OE00048726,M0151308-325,18,9.72,0.325,3.159,N11200P,TIENDAS SORIANA,00742B0057A,ETIQ. TD 4 X 2 BLANCA CEDIS FRESCOS,C, 19/01/24, 19/01/24, 06/02/24, 06/02/24, 08/02/24,,,26,7,38.00,37.50,0.50,215.00,MI,40.00,79,Jaime Blasques,TIJUANA
,CS00005077-6,LIB XL,OE00049070,M0151306-220,78.3,845.64,0.22,186.0408,MTYM,ALMACEN ETIQUETAS MONTERREY-MP,PCMI0065A,ETIQ. TT 4 X 6 C/P P021 R/1000 C3,C, 24/01/24, 24/01/24, 07/02/24, 07/02/24, 09/02/24,12/2/2024,,21,7,10.00,0.00,10.00,0.00,MI,"1,624.70",,#N/A,
,CS00005077-8,LIB FLEXOR,OE00049077,M0549196-205,40.481,874.3896,0.205,179.249868,MTYM,ALMACEN ETIQUETAS MONTERREY-MP,PCMB0008A,"ETIQ. BLANCA TT 1.812""X 6.25"" 1 AL PASO",C, 24/01/24, 24/01/24, 07/02/24, 07/02/24, 09/02/24,13/2/2024,,21,7,20.00,0.00,20.00,20.00,MI,0.00,,#N/A,
*,I0ETI27990-1,RETENIDO,,,,,,,ct6010p,ESTAFETA MEXICANA,06010I0006G,ETIQ. ESTAFETA TD 99X149 GUÍA 007 AD HOT,C, 11/12/23, 11/12/23, 30/12/23, 30/12/23,30/12/2023,,,65,46,"1,125.00",0.00,"1,125.00",0.00,MI,"306,900.00",79,Jaime Blasques,"ESTE PEDIDO SUSTITUYE AL WETI018115-1 DE CONVERTIDORAS PCM, PASAR A PT EL 30 DIC Y FACTURAR 2 DE ENERO YA QUE TENEMOS QUE CUMPLIR CON FECHA 4 DE ENERO EN ALMACEN DE CTE"
,I0ETI28733-6,LIB NP5,OE00048101,M0549142-245/M0151226-250,114.3,1851.66,0.245,453.6567,NE3330P,QUALTIA ALIMENTOS OPERACIONES,03330I0027D,ETIQ. B6846 JAMON VIRGINIA ZWAN BIO,B, 09/01/24, 09/01/24, 07/02/24, 07/02/24, 09/02/24,15/2/2024,,36,7,15.00,0.00,15.00,1.00,MI,"30,247.50",79,Jaime Blasques,"PEDIDO LIGADO AL WETI018119, PARTIDAS QUE SE TIENEN QUE RESPETAR FECHAS DE ENTREGA YA QUE ES DE UN PEDIDO PROGRAMADO DE CONVERTIDORAS PCM"
,I0ETI29095-1,PDT REV VENTAS,OE00048646,M0549163-225,77.8,100828.8,0.225,22686.48,N11133P,OPERADORA DE SERVICIOS PAQUETEXPRESS,05184I0001G,ETIQ. TD 4 X 6 PAQUETEXPRESS R/1000 C-3,C, 17/01/24, 17/01/24, 08/02/24, 08/02/24, 10/02/24,,,28,6,"1,200.00",0.00,"1,200.00",0.00,MI,"309,441.69",182,Clelia Sanchez,Facturar y entregar 15 febrero
,I0ETI29095-2,PDT REV VENTAS,OE00048647,M0549163-225,77.72,101984.184,0.225,22946.4414,N11133P,OPERADORA DE SERVICIOS PAQUETEXPRESS,05184I0002G,ETIQ. TD 4 X 6 PAQUETEXPRESS R/300 C-1,C, 17/01/24, 17/01/24, 08/02/24, 08/02/24, 10/02/24,,,28,6,"1,215.00",0.00,"1,215.00",0.00,MI,"313,309.71",182,Clelia Sanchez,Facturar y entregar 15 febrero
,CS00005130-1,PLANEACION,,M0151233-225,77.79,420.066,0.225,94.51485,MTYM,ALMACEN ETIQUETAS MONTERREY-MP,07935I0133A,ETIQ. CT31822132G THERMAL ROLL 3 1/8” X,C, 08/02/24, 08/02/24, 08/02/24, 08/02/24, 10/02/24,,,6,6,5.00,0.00,5.00,0.00,MI,0.00,,#N/A,
*,I0ETI28029-1,RETENIDO,,,,,,,NE9798D,UNICAR PLASTICS,PL5267100,,A, 13/12/23, 13/12/23, 13/12/23, 20/12/23,20/12/2023,,,63,63,10.00,0.00,10.00,130.00,PQ,"1,521.38",182,Clelia Sanchez,PUEBLA
,I0ETI29187-1,LIB NP4,OE00048749,M0549247-225,52.39,4526.496,0.225,1018.4616,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0407A,ET 102x102mm P-ROJO ENTRADA,C, 20/01/24, 20/01/24, 08/02/24, 08/02/24, 10/02/24,14/2/2024,,25,6,80.00,0.00,80.00,0.00,MI,"35,020.00",59,Cynthia Garay,
,I0ETI29188-1,MP,,M0085244-216,14.8,1918.08,0.216,414.30528,CA6958D,VICTORY PACKAGING LP.,06958B0003C,ETIQUETA 12000412A 4 X 2 1/2 MEDIO CORTE,C, 20/01/24, 20/01/24, 08/02/24, 08/02/24, 10/02/24,,,25,6,120.00,0.00,120.00,0.00,MI,"25,118.15",182,Clelia Sanchez,Sustituye el I0ETI29139
,I0ETI29464-1,LIB NP4,OE00048903,M0549199-295,82.55,8915.4,0.295,2630.043,NE0969P,EMBOTELLADORA GEYSER,00969I0026A,ETIQ. CIEL BIDON 5 LT. SALIDA # 4,B, 26/01/24, 26/01/24, 08/02/24, 08/02/24, 10/02/24,14/2/2024,,19,6,100.00,0.00,100.00,0.00,MI,"96,200.00",79,Jaime Blasques,MATERIAL CON SALIDA DE EMBOBINADO # 4
,I0ETI29189-1,MP,,M0085244-216,2.9,939.6,0.216,202.9536,CA6958D,VICTORY PACKAGING LP.,06958B0002C,ETIQUETA 12008437A 100MM X 25MM MEDIOS C,C, 20/01/24, 20/01/24, 08/02/24, 08/02/24, 10/02/24,,,25,6,300.00,0.00,300.00,0.00,MI,"28,482.38",182,Clelia Sanchez,
,I0ETI29465-1,SALDO POR CERRAR,OE00048902,M0549199-300,82.55,1069.848,0.3,320.9544,NE0969P,EMBOTELLADORA GEYSER,00969I0025C,ETIQ. CIEL BIDON 5 LT.,B, 26/01/24, 26/01/24, 08/02/24, 08/02/24, 10/02/24,,,19,6,100.00,88.00,12.00,0.00,MI,"11,544.00",79,Jaime Blasques,
,I0ETI29468-1,LIB NP5,OE00048899,M0549247-300,82.55,4457.7,0.3,1337.31,NE0969P,EMBOTELLADORA GEYSER,00969I0023E,ETIQ. DEL VALLE FRUT BIDON 5 LT.,B, 26/01/24, 26/01/24, 08/02/24, 08/02/24, 10/02/24,14/2/2024,,19,6,50.00,0.00,50.00,0.00,MI,"49,000.00",79,Jaime Blasques,
,CS00005082-1,PTE SUAJE LIB FLXR,OE00048894,M0151306-220,39.688,8572.608,0.22,1885.97376,PMEX,ALMACEN ETIQUETAS MONTERREY-MP,50000B0098A,ETIQ. TT 4x3 C3 R2000 CP,C, 25/01/24, 25/01/24, 09/02/24, 09/02/24, 12/02/24,13/2/2024,,20,5,200.00,0.00,200.00,0.00,MI,"15,200.00",,#N/A,
*,I0ETI28089-1,RETENIDO,,,,,,,N12381D,DISEÑOS EN CARTON ECOLOGICOS DE GUADALAJARA,12381B0001A,ETIQ.TT 3X3 C-3 R-2000 C/P,C, 19/12/23, 19/12/23, 10/01/24, 10/01/24,10/01/2024,,,57,35,120.00,0.00,120.00,0.00,MI,"11,180.90",39,Alejandro de Mata,
,cs00005105-1,LIB DCR,oe00049031,M0151319-220,103.2,111456,0.22,24520.32,TTIJ,ALMACEN ETIQUETAS MONTERREY-MP,10887B0003A,ETIQ. TD 4X8 R/1000 C/3 C/P,C, 30/01/24, 30/01/24, 09/02/24, 09/02/24, 12/02/24,17/2/2024,,15,5,"1,000.00",0.00,"1,000.00",0.00,RL,"165,713.52",,#N/A,
,cs00005106-1,LIB DCR,oe00049032,M0151319-220,103.2,102539.52,0.22,22558.6944,TTIJ,ALMACEN ETIQUETAS MONTERREY-MP,10887B0003A,ETIQ. TD 4X8 R/1000 C/3 C/P,C, 30/01/24, 30/01/24, 09/02/24, 09/02/24, 12/02/24,17/2/2024,,15,5,920.00,0.00,920.00,0.00,RL,"152,456.44",,#N/A,
,I0ETI29339-2,MP LIB PARCIAL 2200,OE00048926,M0549217-220,81.7,1058.832,0.22,232.94304,NE3611D,CERVECERIA CUAUHTEMOC MOCTEZUMA,03611I0003B,17020168 ETIQUETA REMOVIBLE MANUAL,B, 23/01/24, 23/01/24, 09/02/24, 09/02/24, 12/02/24,12/2/2024,,22,5,50.00,38.00,12.00,0.00,MI,"6,609.72",39,Alejandro de Mata,
,CS00005136-1,PLANEACION,,M0151233-225,77.79,420.066,0.225,94.51485,MTYM,ALMACEN ETIQUETAS MONTERREY-MP,07935I0133A,ETIQ. CT31822132G THERMAL ROLL 3 1/8” X,C, 09/02/24, 09/02/24, 09/02/24, 09/02/24, 12/02/24,,,5,5,5.00,0.00,5.00,0.00,MI,0.00,,#N/A,
,I0ETI29200-1,PT,OE00049321,M0549197-225,26.988,58.29408,0.225,13.116168,NE9999P,PCM  (REPROGRAMACIONES),03362I0551A,ETI09076 ET. SMO 2421 30NERA BLANCO,C, 22/01/24, 22/01/24, 09/02/24, 09/02/24, 12/02/24,12/2/2024,12/2/2024,23,5,2.00,0.00,2.00,0.00,MI,0.00,182,Clelia Sanchez,Entrega con Cynthia Garay o Daniela Rodriguez
,I0ETI29206-1,SALDO POR CERRAR,OE00048962,M1830236-185,82.55,891.54,0.185,164.9349,CT9222P,RECKITT BENCKISER MEXICO,09222I0009C,ETIQ. 50036802 VANISH PINK 925 ML. FTE.,C, 22/01/24, 22/01/24, 09/02/24, 09/02/24, 12/02/24,,,23,5,500.00,490.00,10.00,0.00,MI,"3,741.70",79,Jaime Blasques,
,I0ETI28762-1,LIB NP2,OE00048317,M4800002-360,222.25,9374.505,0.36,3374.8218,NE2563P,VELADORAS MISTICAS,02563I0143A,MANGA VELADORA LISO BLANCO 14 DÍAS,E, 10/01/24, 11/01/24, 09/02/24, 09/02/24, 12/02/24,21/2/2024,,34,5,37.00,0.00,37.00,0.00,MI,"55,059.70",79,Jaime Blasques,PEDIDO LIGADO AL WETI017076 (SALDO POR SURTIR)
,I0ETI28766-3,SALDO POR CERRAR,OE00048310,M4800001-305,157.2,537.624,0.305,163.97532,NE2563P,VELADORAS MISTICAS,02563I0040A,MANGA M0184 CAD VIRGEN GUADALUPE,E, 10/01/24, 11/01/24, 09/02/24, 09/02/24, 12/02/24,,,34,4,80.00,77.00,3.00,0.00,MI,"2,812.50",79,Jaime Blasques,PEDIDO LIGADO AL WETI017717 Y WETI017862
,I0ETI28766-4,SALDO POR CERRAR,OE00048312,M4800001-305,157.2,179.208,0.305,54.65844,NE2563P,VELADORAS MISTICAS,02563I0021B,MANGA M4203 CLASICO SAGRADO,E, 10/01/24, 11/01/24, 09/02/24, 09/02/24, 12/02/24,,,34,4,50.00,49.00,1.00,0.00,MI,952.50,79,Jaime Blasques,PEDIDO LIGADO AL WETI017717 Y WETI017862
,I0ETI28766-5,SALDO POR CERRAR,OE00048314,M4800001-296,157.2,224.01,0.296,66.30696,NE2563P,VELADORAS MISTICAS,02563I0020C,MANGA M4214 CLASICO MUERTE,E, 10/01/24, 11/01/24, 09/02/24, 09/02/24, 12/02/24,,,34,4,50.00,48.75,1.25,0.00,MI,"1,190.63",79,Jaime Blasques,PEDIDO LIGADO AL WETI017717 Y WETI017862
*,I0ETI28196-1,RETENIDO,,,,,,,NE9798D,UNICAR PLASTICS,PL1069100,ETIQ. LASER 4 1/4 X 2 3/4 C100,C, 22/12/23, 22/12/23, 10/01/24, 10/01/24,10/01/2024,,,54,35,180.00,0.00,180.00,0.00,PQ,"26,788.83",182,Clelia Sanchez,
*,I0ETI28198-1,RETENIDO,,,,,,,A10683D,"JL EDITORA, SRL",000018I0002A,MANGA CALAVERITAS PERRO,E, 22/12/23,,, 21/01/24,,,,54,0,10.00,0.00,10.00,0.00,MI,"1,706.73",1,Directo,
,I0ETI28766-6,SALDO POR CERRAR,OE00048316,M4800001-296,157.163,1074.99492,0.296,318.1984963,NE2563P,VELADORAS MISTICAS,02563I0065A,MANGA M4210 MANGA CLASICO SAN MIGUEL ARC,E, 10/01/24, 11/01/24, 09/02/24, 09/02/24, 12/02/24,,,34,4,50.00,44.00,6.00,0.00,MI,"5,715.00",79,Jaime Blasques,PEDIDO LIGADO AL WETI017717 Y WETI017862
*,I0ETI28317-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0003B,ETIQ. 50037329 PLANCHY TEX 4L FTE,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,100.00,0.00,100.00,0.00,MI,"46,851.00",79,Jaime Blasques,
*,I0ETI28317-2,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0055A,ETIQ 3152623 LYSOL PODERMARINO 820ML FTE,C, 27/12/23, 27/12/23, 29/01/24, 29/01/24,29/01/2024,,,49,16,60.00,0.00,60.00,0.00,MI,"25,804.20",79,Jaime Blasques,
*,I0ETI28320-1,RETENIDO,OE00048324,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0057A,ETIQ. 3155251 LYSOL CITRICO 1.75 L. FTE,C, 27/12/23, 28/12/23, 12/01/24, 16/01/24,16/01/2024,,,48,29,60.00,56.00,4.00,0.00,MI,"2,020.92",79,Jaime Blasques,
*,I0ETI28334-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0248A,PLANTILLA UNIFICADA 30X40 C/40 NJA,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,3.00,0.00,3.00,22.00,MI,"3,702.39",79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-10,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0420B,PLANTILLA 1 UP A SOLO CON PUNTOS P-382,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,7.00,0.00,7.00,-8.00,CJ,"1,728.16",79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-11,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0406B,PANTILLA DOBLABLE DE PUNTOS 2UP RED 032,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,3.00,0.00,3.00,-1.00,CJ,740.64,79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0042A,PLANTILLA UNIFICADA 30X40 C/40 BCA,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,24.00,0.00,24.00,27.00,MI,"29,619.12",79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0045A,ETIQ. 1115 BLANCA,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,4.00,0.00,4.00,65.00,CJ,"1,627.72",79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0461A,KIT ETIQ. R24UP ANAQUEL ADHESIVA MERCADO,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,10.00,0.00,10.00,4.00,CJ,"14,033.70",79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-5,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0444A,KIT ETIQUETA COMPARE MERCADO Y RIBBON,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,1.00,0.00,1.00,4.00,CJ,534.55,79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-6,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0462A,KIT ETIQ. R24UP ANAQUEL ADHESIVA EXPRESS,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,4.00,0.00,4.00,11.00,CJ,"5,613.48",79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-7,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0509A,PLANTILLA 1UP ULTIMAS OPORTUNIDADES VDE,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,4.00,0.00,4.00,4.00,CJ,987.52,79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-8,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0423B,PLANTILLA TE REGALA PUNTOS 1UP RED 032,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,4.00,0.00,4.00,2.00,CJ,940.72,79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28334-9,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0422B,PLANTILLA TE REGALA PUNTOS 1UP PURPLE,C, 27/12/23, 27/12/23, 28/12/23, 14/01/24,14/01/2024,,,49,48,3.00,0.00,3.00,5.00,CJ,705.54,79,Jaime Blasques,"SALINAS, EMBARCAR 5 ENERO, CITA 8 DE ENERO"
*,I0ETI28359-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0248A,PLANTILLA UNIFICADA 30X40 C/40 NJA,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,3.00,0.00,3.00,22.00,MI,"3,702.39",79,Jaime Blasques,
*,I0ETI28359-10,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0420B,PLANTILLA 1 UP A SOLO CON PUNTOS P-382,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,7.00,0.00,7.00,-8.00,CJ,"1,728.16",79,Jaime Blasques,
*,I0ETI28359-11,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0406B,PANTILLA DOBLABLE DE PUNTOS 2UP RED 032,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,3.00,0.00,3.00,-1.00,CJ,740.64,79,Jaime Blasques,
*,I0ETI28359-12,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0421B,PLANTILLA 2 UP DOBLABLE A SOLO P-382,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,3.00,0.00,3.00,-3.00,CJ,740.64,79,Jaime Blasques,
*,I0ETI28359-13,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0533A,PLANTILLA 1 UP OFERTA HIPER,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,221.00,0.00,221.00,-504.00,CJ,"54,560.48",79,Jaime Blasques,
*,I0ETI28359-14,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0527A,KIT R 12UP OFERTA RIEL HIPER,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,109.00,0.00,109.00,-322.00,CJ,"60,723.90",79,Jaime Blasques,
*,I0ETI28359-15,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0534A,PLANTILLA 1UP HIPER COMPARA Y AHORRA,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,3.00,0.00,3.00,10.00,CJ,740.64,79,Jaime Blasques,
*,I0ETI28359-16,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0524A,KIT R 6UP OFERTA COMPRE HIPER,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,1.00,0.00,1.00,5.00,CJ,534.55,79,Jaime Blasques,
*,I0ETI28359-17,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0531A,PLANTILLA 1 UP PRECIO NORMAL HIPER,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,100.00,0.00,100.00,-214.00,CJ,"24,688.00",79,Jaime Blasques,
*,I0ETI28359-18,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0529A,KIT R 12UP RIEL PRECIO NORMAL HIPER,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,41.00,0.00,41.00,-63.00,CJ,"22,841.10",79,Jaime Blasques,
*,I0ETI28359-19,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0532A,PLANTILLA 1 UP OFERTA SUPER,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,12.00,0.00,12.00,6.00,CJ,"2,962.56",79,Jaime Blasques,
*,I0ETI28359-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0042A,PLANTILLA UNIFICADA 30X40 C/40 BCA,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,24.00,0.00,24.00,27.00,MI,"29,619.12",79,Jaime Blasques,
*,I0ETI28359-20,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0526A,KIT R 12UP OFERTA RIEL SUPER,C, 27/12/23, 27/12/23, 14/01/24, 28/12/23,14/01/2024,,,49,30,10.00,0.00,10.00,83.00,CJ,"5,571.00",79,Jaime Blasques,
